source_run,trial_id,weight_precision,act,kv,fp_setting,status,accuracy,correct,total,format_error_count,raw_output_count,runtime_sec,gpu,parallel_mode,model_lifecycle,trial_weight_reuse,visible_gpus,model_parallel,decode_weight_residency,server_port,returncode,gptq_cache_mode,gptq_cache_key,gptq_cache_hit,gptq_cache_path,log_dir,error_message,proxy_cost,act_bits_proxy,kv_bits_proxy,fp_bits_proxy,weight_bits_proxy
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E6M5__a37b9847,MXFP_E1M2,MXFP_E5M2,MXFP_E4M3,FP_E6M5,success,0.96,48,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E6M5__a37b9847,,28,8,8,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__4f94e8c0,MXFP_E1M2,MXFP_E5M2,MXFP_E4M3,FP_E8M5,success,0.96,48,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E4M3__fp-FP_E8M5__4f94e8c0,,30,8,8,14,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__00915f9c,MXFP_E1M2,MXFP_E5M2,MXFP_E5M2,FP_E5M6,success,0.96,48,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E5M6__00915f9c,,28,8,8,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__f4cfdc92,MXFP_E1M2,MXFP_E5M2,MXFP_E5M2,FP_E6M5,success,0.96,48,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E6M5__f4cfdc92,,28,8,8,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E8M5__149f926f,MXFP_E1M2,MXFP_E5M2,MXFP_E5M2,FP_E8M5,success,0.96,48,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E5M2__fp-FP_E8M5__149f926f,,30,8,8,14,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E5M6__21351481,MXFP_E2M1,MXFP_E4M3,MXFP_E4M3,FP_E5M6,success,0.96,48,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E5M6__21351481,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E6M5__f99bd39c,MXFP_E2M1,MXFP_E4M3,MXFP_E4M3,FP_E6M5,success,0.96,48,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E6M5__f99bd39c,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__18b01a76,MXFP_E2M1,MXFP_E4M3,MXFP_E4M3,FP_E8M5,success,0.96,48,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E8M5__18b01a76,,30,8,8,14,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__f1d7ce9d,MXFP_E2M1,MXFP_E4M3,MXFP_E5M2,FP_E6M5,success,0.96,48,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E6M5__f1d7ce9d,,28,8,8,12,4
qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E8M5__7cda299a,MXFP_E2M1,MXFP_E4M3,MXFP_E5M2,FP_E8M5,success,0.96,48,50,0,50,611.85,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,f2aa00f3595fd613,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e2m1/f2aa00f3595fd613,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e2m1_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E2M1__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E8M5__7cda299a,,30,8,8,14,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E6M5__cfae2c7b,MXINT_4,MXINT_4,MXINT_4,FP_E6M5,success,0.96,48,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E6M5__cfae2c7b,,20,4,4,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E8M5__dbb3167d,MXINT_4,MXINT_4,MXINT_4,FP_E8M5,success,0.96,48,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_4__fp-FP_E8M5__dbb3167d,,22,4,4,14,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E6M5__1e6a097a,MXINT_4,MXINT_4,MXINT_8,FP_E6M5,success,0.96,48,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E6M5__1e6a097a,,24,4,8,12,4
qwen3_235b_w4_gpu_dual_bs25_gpus2to7,w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E8M5__e549f9ca,MXINT_4,MXINT_4,MXINT_8,FP_E8M5,success,0.96,48,50,0,50,577.80,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,efc84d63c8875752,True,/data/models/yh3525/gptq_cache_qwen3_235b_w4/efc84d63c8875752,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w4_gpu_dual_bs25_gpus2to7/trials/w-MXINT_4__act-MXINT_4__kv-MXINT_8__fp-FP_E8M5__e549f9ca,,26,4,8,14,4
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E5M6__3a0688aa,MXINT_8,MXINT_4,MXINT_4,FP_E5M6,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_4__fp-FP_E5M6__3a0688aa,,20,4,4,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E6M5__527d6625,MXINT_8,MXINT_4,MXINT_8,FP_E6M5,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E6M5__527d6625,,24,4,8,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E8M5__90a3cb8e,MXINT_8,MXINT_4,MXINT_8,FP_E8M5,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_4__kv-MXINT_8__fp-FP_E8M5__90a3cb8e,,26,4,8,14,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E6M5__602ccbb2,MXINT_8,MXINT_8,MXINT_4,FP_E6M5,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E6M5__602ccbb2,,24,8,4,12,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E8M5__be452bcb,MXINT_8,MXINT_8,MXINT_4,FP_E8M5,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_4__fp-FP_E8M5__be452bcb,,26,8,4,14,8
qwen3_235b_w8_gpu_dual_bs25_gpus2to7,w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E5M6__320b58ae,MXINT_8,MXINT_8,MXINT_8,FP_E5M6,success,0.96,48,50,0,50,603.05,"2,3,4,5,6,7",pp,persistent,True,"2,3,4,5,6,7",True,gpu_dual,9000,0,require,8aacaadec4b10607,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_w8/8aacaadec4b10607,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_w8_gpu_dual_bs25_gpus2to7/trials/w-MXINT_8__act-MXINT_8__kv-MXINT_8__fp-FP_E5M6__320b58ae,,28,8,8,12,8
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E5M6__7aa5028d,MXFP_E1M2,MXFP_E4M3,MXFP_E1M2,FP_E5M6,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E1M2__fp-FP_E5M6__7aa5028d,,24,8,4,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E5M6__6f9a9de2,MXFP_E1M2,MXFP_E4M3,MXFP_E4M3,FP_E5M6,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E4M3__fp-FP_E5M6__6f9a9de2,,28,8,8,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__1d962e5e,MXFP_E1M2,MXFP_E4M3,MXFP_E5M2,FP_E5M6,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E4M3__kv-MXFP_E5M2__fp-FP_E5M6__1d962e5e,,28,8,8,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E5M6__af3d6f40,MXFP_E1M2,MXFP_E5M2,MXFP_E1M2,FP_E5M6,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E5M6__af3d6f40,,24,8,4,12,4
qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436,w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E6M5__cdb49fdb,MXFP_E1M2,MXFP_E5M2,MXFP_E1M2,FP_E6M5,success,0.94,47,50,0,50,576.61,"0,2,4,5,6,7",pp,persistent,True,"0,2,4,5,6,7",True,gpu_dual,9000,0,require,75720b9058bd2942,True,/data/models/yh3525/gptq_cache_qwen3_235b_scratch_mxfp_e1m2/75720b9058bd2942,/home/yh3525/FYP/PLENA_Software/prefill_DSE/runs/qwen3_235b_mxfp_e1m2_gpu_dual_bs25_limit50_20260720_010436/trials/w-MXFP_E1M2__act-MXFP_E5M2__kv-MXFP_E1M2__fp-FP_E6M5__cdb49fdb,,24,8,4,12,4
