seed,case,mode,sequence_tokens_measured,variant,format,schedule,final_state_hash,last_output_hash,joint_case_wall_time_s,joint_case_peak_memory_bytes,payload_bytes,scale_bytes,total_bytes,hbm_read_reduction_vs_fp32,hbm_write_reduction_vs_fp32,scale_format,output_relative_l2,output_max_abs,output_cosine,output_nan_count,output_inf_count,final_state_relative_l2,final_state_max_abs,final_state_cosine,final_state_nan_count,final_state_inf_count
17,prefill_s8192,prefill,8192,mx8_chunk128,mx8,chunk128,1afffaea17e22fe25f8565ffc6dda099ab54228990ae2e4f77360882253e146e,6d4c4fcf734237d47d6c30cfc76ab0f1bbf7481bcf7264877b39f4af3f6be948,2.338436950929463,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.000800758883326601,0.03125,0.999999696020852,0,0,0.02646563857165694,0.026748836040496826,0.9996498953471809,0,0
17,prefill_s8192,prefill,8192,bf16_token,bf16,token,d637e6328f4a8a4f25eab3a0e9b436495ea3ecfb707931b967eb4814035eff03,495522c0fde2698f053548640e61cda11358c892116581e1180dba76cae8a8a2,2.338436950929463,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013042868934677978,0.03125,0.9999991519840178,0,0,0.0022428302060183087,0.0014326870441436768,0.999997470307794,0,0
17,prefill_s8192,prefill,8192,fp16_token,fp16,token,9b0b1010fbd7d793c0cf66db59d148cbcd861bd80dff207bb2c93ba558ee52ff,1cd7214528ac0fe1ae6f17e461fa5a0577cb48dd5e44e1cfc9a1fd66f774bcc8,2.338436950929463,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0007023631150009153,0.03125,0.9999997507086792,0,0,0.00027651721900814067,0.00019712746143341064,1.0,0,0
17,prefill_s8192,prefill,8192,mx8_token,mx8,token,a427b07bb72cc9ba45927d326c45a5ece46b8cb5895e561471603d6cc78f3fe8,d624d3ec8d694abcaad7a3526e88955b3cd3862db90180576a86754a58d2c5a1,2.338436950929463,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004544707718662882,0.09814453125,0.9999896888508367,0,0,0.03817989904006224,0.026748836040496826,0.999271009077339,0,0
17,prefill_s32768,prefill,32768,fp32,fp32,reference,15e6ccd5d7b2ea64e4f4d690e8744556788b915a682926dd42aca916a89ad97b,73ddeddd428ea17d9fbf1115ffd30926a090170a12de6cc63451be42337f4952,8.957422585925087,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
17,prefill_s32768,prefill,32768,bf16_chunk128,bf16,chunk128,3d13cd1449df97c7c0694a738c02852b2423de685a6c00ba170188171e1bc39c,73ddeddd428ea17d9fbf1115ffd30926a090170a12de6cc63451be42337f4952,8.957422585925087,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0003101082002197814,0.03125,0.9999999490301305,0,0,0.001637629654825621,0.0019229650497436523,0.9999987549831454,0,0
17,prefill_s32768,prefill,32768,fp16_chunk128,fp16,chunk128,e348c021c9b7f81124fe69384266fdbdfc1b50b8c868f2d2f7bd60f36ae39ef3,73ddeddd428ea17d9fbf1115ffd30926a090170a12de6cc63451be42337f4952,8.957422585925087,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00013927756459964028,0.03125,0.999999992185804,0,0,0.00020685116347507622,0.00019687414169311523,1.0,0,0
17,prefill_s32768,prefill,32768,mx8_chunk128,mx8,chunk128,8631bc7038df1582109df788b7ca56c9d8ecfddd89f78ffca246ddad158019e1,e2382d6b1e2984017cd433e1816d63992f498b796a0bed3a012150837ab298ae,8.957422585925087,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.000815650578860873,0.03125,0.9999996703829873,0,0,0.02609102043203795,0.017547965049743652,0.9996598794732486,0,0
17,prefill_s32768,prefill,32768,bf16_token,bf16,token,784d48817a7b24d9767d40a15a24fce1d5bff37069f0214d6ef18ca43ad7644a,541eef31f80a99894e9f113782803aacb3ec131caf7e6cca6cc85e508fdf5f01,8.957422585925087,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013109061096526126,0.03125,0.9999991429247296,0,0,0.0022712197520076477,0.0026382803916931152,0.9999975085446955,0,0
17,prefill_s32768,prefill,32768,fp16_token,fp16,token,4b60d643f71a1a96840a1a2849c8ca9ad992c1844060f4a41f36df1e9df5badc,3ed491986f43f2e4077e3fd75b5680590f66c9e8c61ba68f6af648c44ea13e02,8.957422585925087,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0007036913334860967,0.03125,0.9999997527872442,0,0,0.00028793723761699844,0.00030294060707092285,0.9999998374618435,0,0
17,prefill_s32768,prefill,32768,mx8_token,mx8,token,0d5d32bcc21a5b569807fdd5fd972725c90c487f5e95cc075c1416f909b199f1,f38bb7ceb72653a43c0ccad2212e4c6e456f44595f523eb3b9ec3d822efa9cf8,8.957422585925087,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004626545936329055,0.119140625,0.9999893149692122,0,0,0.040272026526856734,0.04156959056854248,0.9991890305028311,0,0
17,decode_after_s2048_steps512,decode,512,fp32,fp32,reference,67b0d69b3b90cab63134f4670ef1114e64075ba0c5cf060c40c9a10015a5553d,2d2506ce4db79a49a0c87911303d785e90ab9219fa1b291312dfc9446cbe60f7,0.40128416009247303,133437952,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
17,decode_after_s2048_steps512,decode,512,bf16,bf16,prefill_chunk128_decode_token,b45b28c9b17b16181a7698027f6a2bf7dfa879927bc73e66e2a1a2fcc7d2821c,0e28241e99135020075dee3186a9ee52ff9080cce8b919695f66466a980216c0,0.40128416009247303,133437952,1048576,0,1048576,0.5,0.5,N/A,0.0013173337294857179,0.015625,0.9999991469302516,0,0,0.002339928397633053,0.0012423843145370483,0.9999972878254024,0,0
17,decode_after_s2048_steps512,decode,512,fp16,fp16,prefill_chunk128_decode_token,c85720a7e2dac89903384954af7671851a5056f6713dacd897ba14def7711154,c1bdce5a2ec55305030f5d885e9c5ce7ec17cb9dbd89fbd32691098f55b24067,0.40128416009247303,133437952,1048576,0,1048576,0.5,0.5,N/A,0.0007002078780717069,0.015625,0.9999997611405279,0,0,0.00029987502662445493,0.0001869797706604004,1.0,0,0
17,decode_after_s2048_steps512,decode,512,mx8,mx8,prefill_chunk128_decode_token,1672d81d2cc5414d8951a1f22c8f461aa4e8f7708eb27d25440830a5d8e545fd,b507da94950f6774c8baddc70b91aac9a9427075b0b8c72dde2875f410dc2d5a,0.40128416009247303,133437952,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004524735894581269,0.041015625,0.999989774526152,0,0,0.04120050965316937,0.022124916315078735,0.9991536342421945,0,0
42,prefill_s2048,prefill,2048,fp32,fp32,reference,8e740558ef57f51939ba3be245c9a9aaf900edc5b157c2f00c27d567f2a4f22b,89a953c0e90bb0a2e351df8f0d052678c1d13d425d7e23a32c48a57a2e28f38b,0.5690671189222485,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
42,prefill_s2048,prefill,2048,bf16_chunk128,bf16,chunk128,63f5e0bebcc004d2252faa0df7e240e1d84201f43761e8746a889ca3c0765971,89a953c0e90bb0a2e351df8f0d052678c1d13d425d7e23a32c48a57a2e28f38b,0.5690671189222485,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00027561253062257355,0.015625,0.9999999659544709,0,0,0.0016530709519538811,0.0008680522441864014,0.9999986370805126,0,0
42,prefill_s2048,prefill,2048,fp16_chunk128,fp16,chunk128,e20f2eb41b6432db34af73d3f5e55719ecca482875394eb27b9ad26ff75d71a3,89a953c0e90bb0a2e351df8f0d052678c1d13d425d7e23a32c48a57a2e28f38b,0.5690671189222485,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0001336948319973195,0.015625,0.9999999914886217,0,0,0.00020594753579085648,0.00016313791275024414,1.0,0,0
42,prefill_s2048,prefill,2048,mx8_chunk128,mx8,chunk128,09b1d46625ba1c420a0427ed40f3463aa517a3b28c959f250686be1fadc7b805,89a953c0e90bb0a2e351df8f0d052678c1d13d425d7e23a32c48a57a2e28f38b,0.5690671189222485,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0007008113783404969,0.015625,0.9999997645183815,0,0,0.027163578390699345,0.030808627605438232,0.9996310201272177,0,0
42,prefill_s2048,prefill,2048,bf16_token,bf16,token,d5535138e28c05c1697a3c11d2211a6ea5f6cb249a9b9dc5e4aa2acbfb168cd4,a5846f0347648290b5df44b0866516ceb44b6d0efe9a3fab2f8029d6fa21edb4,0.5690671189222485,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013027297009490747,0.03125,0.9999991743955047,0,0,0.002820649038564403,0.001303166151046753,0.9999960543051554,0,0
42,prefill_s2048,prefill,2048,fp16_token,fp16,token,66fdfca971472a715c1de3017fc98ab2b360f493ddb4db33945a335dcd9844bd,7b2f8076e81d20755988c7217095dc91e2231303913a9bb95603896ac44da036,0.5690671189222485,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0007100864031156748,0.015625,0.9999997560070288,0,0,0.0003650314523002281,0.0004413723945617676,1.0,0,0
42,prefill_s2048,prefill,2048,mx8_token,mx8,token,9d72b51314d8289887b71796dd5e562e97c0e600913acfeaf38d733804263419,bae98c1ae8014cc2fb35e494bf037f2b37b2f1dab5c923b0be714c3f2d940325,0.5690671189222485,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004111065922567024,0.06640625,0.9999915396544912,0,0,0.047523832547656346,0.03796190023422241,0.9988852922403962,0,0
42,prefill_s8192,prefill,8192,fp32,fp32,reference,332e3364634a0a8df6bc93c95144107e650bea971f11ae8611a9f4a48f5856a5,cd952f93e5664c2c5cce39d38a0208d9754e9c31359bea3969a02fd275ad59f9,2.2524885160382837,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
42,prefill_s8192,prefill,8192,bf16_chunk128,bf16,chunk128,7ea7087057781c8390870b4fdf0a40452a0992b43195eedde904ee7c2c756e57,cd952f93e5664c2c5cce39d38a0208d9754e9c31359bea3969a02fd275ad59f9,2.2524885160382837,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00028521819108696115,0.015625,0.9999999666591659,0,0,0.001677640302382227,0.00163191556930542,0.9999987043209166,0,0
42,prefill_s8192,prefill,8192,fp16_chunk128,fp16,chunk128,bde2c8214a5024d247248c7983d87564d8f9b3c35ed9a1c3f4b4104e99c7f5d3,cd952f93e5664c2c5cce39d38a0208d9754e9c31359bea3969a02fd275ad59f9,2.2524885160382837,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00013530883206364685,0.015625,0.9999999900686871,0,0,0.00020748266374016387,0.00022071599960327148,1.0,0,0
42,prefill_s8192,prefill,8192,mx8_chunk128,mx8,chunk128,773c6267724ed3cf8775621fe552989519ef9e48463f826757bb7335889e9ba8,cd952f93e5664c2c5cce39d38a0208d9754e9c31359bea3969a02fd275ad59f9,2.2524885160382837,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0007307163786612103,0.03125,0.9999997382389465,0,0,0.025597512583594353,0.01892942190170288,0.9996723877348744,0,0
42,prefill_s8192,prefill,8192,bf16_token,bf16,token,1bb79eafc9971222787643d7bca45010c57873b370505b505a1cf647abaab05f,cd336c5e4c4db0d9a19c25e7b2d11e171c0e88c9e16fc36c737937e58c9c38d3,2.2524885160382837,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013154409028362493,0.03125,0.9999991395223969,0,0,0.0027388080849725226,0.003057420253753662,0.9999962746197593,0,0
42,prefill_s8192,prefill,8192,fp16_token,fp16,token,027888dac507d67f93bde35c1fcae77e3ff897889eed25b87278be2a0b676c39,7ad2b370b736d92162551025ec71366d809da1fe5b3fe053edc997b37b897f17,2.2524885160382837,159111680,1048576,0,1048576,0.5,0.5,N/A,0.000705764282089368,0.03125,0.9999997510078057,0,0,0.00034768069923733064,0.000500023365020752,0.9999999595093338,0,0
42,prefill_s8192,prefill,8192,mx8_token,mx8,token,c50eb597b2a51708da58e0a7c78eebe6ee9bbd2fc5e3c5f986141b9dba3361fa,c061a8097be907ae76fbb488a9472fddac0aaa2cb34683fe7950950f2d31a32b,2.2524885160382837,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004158014627652473,0.109375,0.9999913632965557,0,0,0.04873500900237712,0.06583338975906372,0.9989073138290943,0,0
42,prefill_s32768,prefill,32768,fp32,fp32,reference,2dda8db32b8f690caee918ff7f02e337945e24821f06f2a4ef522f99497a7d5e,e9eb6ced793ec9cf6767bd98d9ed95d9b44361a0b5ef23b0fa754bc53999c726,9.043965189019218,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
42,prefill_s32768,prefill,32768,bf16_chunk128,bf16,chunk128,b7cef8971a667ba294cd490caf234faeb68c4e17b124dd4fd0b5800dce107c2c,e9eb6ced793ec9cf6767bd98d9ed95d9b44361a0b5ef23b0fa754bc53999c726,9.043965189019218,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00028402440300695167,0.03125,0.9999999668346349,0,0,0.0016924889397421758,0.0018303990364074707,0.9999986127756405,0,0
42,prefill_s32768,prefill,32768,fp16_chunk128,fp16,chunk128,2dcaed72b87ba1bee0bf6173ea592b26e7b0c639b4799de9d2e123e50e9c1b90,e9eb6ced793ec9cf6767bd98d9ed95d9b44361a0b5ef23b0fa754bc53999c726,9.043965189019218,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0001308565026692667,0.015625,0.9999999929058039,0,0,0.000209386721716453,0.00040030479431152344,1.0,0,0
42,prefill_s32768,prefill,32768,mx8_chunk128,mx8,chunk128,c56c322924866e7e99050fd30c7b92445f531ba3cae7dd144c4e9ab58cb46092,e9eb6ced793ec9cf6767bd98d9ed95d9b44361a0b5ef23b0fa754bc53999c726,9.043965189019218,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0007171978407184863,0.03125,0.9999997474466069,0,0,0.027601986813779778,0.06094717979431152,0.9996214355417785,0,0
42,prefill_s32768,prefill,32768,bf16_token,bf16,token,f47e4b27f920b9e2fae8de912a3cb9c407a1a2e026f1b373db54c6e8bd86a060,9fdf0abd7627293551dccc78129a7a3828937f8a47ed1e9aea3c2bcbfeb2c467,9.043965189019218,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013176990081919728,0.03125,0.9999991403604348,0,0,0.002276055583204509,0.0031829774379730225,0.9999973984197019,0,0
42,prefill_s32768,prefill,32768,fp16_token,fp16,token,e820c22bbec297d739de7aff00c1716da1d01beeaf89bcac56802532cd1b3d2c,6dc42534d435a63da3507bc55449e6939b5d210fb1866b5e084fefc090f9126d,9.043965189019218,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0007062832407007359,0.03125,0.9999997582653458,0,0,0.0002933081758681977,0.0005762577056884766,1.0,0,0
42,prefill_s32768,prefill,32768,mx8_token,mx8,token,f45a2ec8b8ed9dff31300980545453682bb5552c841055c2c86c832b9600f7be,227fc6d2c5f244e9a96fbabe0b79009f1f9108b2b2b657377c8107114afc4a11,9.043965189019218,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004153395720081544,0.109375,0.9999913839167024,0,0,0.0501381705567873,0.06405282020568848,0.9987542494542478,0,0
42,decode_after_s2048_steps512,decode,512,fp32,fp32,reference,1ec95ad52d1f92ae581529b423af789d7cdfa12097d277a6ffe197a52ce4c4ed,8053c071dbea9430db9a0fda73ac383de27ce5357fc95ce551823737cc1c54cd,0.40603821794502437,133437952,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
42,decode_after_s2048_steps512,decode,512,bf16,bf16,prefill_chunk128_decode_token,8486b070db3995910ec8f85671cdbd732392e6e9f86b86d8fa6bed6a7298e33e,8ca53d1885332282e0de667681bb8f9da03c642db9fe9d1758e55e66dd1587d1,0.40603821794502437,133437952,1048576,0,1048576,0.5,0.5,N/A,0.0013278358493221238,0.03125,0.9999991148800588,0,0,0.002481503770313614,0.0017762631177902222,0.9999969664272477,0,0
42,decode_after_s2048_steps512,decode,512,fp16,fp16,prefill_chunk128_decode_token,eda53b2af52736fdb2cbff76885a81c4e9818cf9149987b54de9e9370f834903,312d62a1ca011ccaec5ba36f92d61186a27df2a4d5a7fd0391e245e49d978d83,0.40603821794502437,133437952,1048576,0,1048576,0.5,0.5,N/A,0.0006949196213526631,0.015625,0.9999997276563584,0,0,0.0003148067462160416,0.000253528356552124,1.0,0,0
42,decode_after_s2048_steps512,decode,512,mx8,mx8,prefill_chunk128_decode_token,a89ce396e944fe50baefb4fb80e1ee954bb84811c44e07e22fd97e2e3c230acc,2b32d1ab9e99eea09fffdfb840f113a4aa61785e015d853dc2f23962119b5d61,0.40603821794502437,133437952,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.004189241579198327,0.04833984375,0.9999912396111664,0,0,0.042438640757591545,0.03901112079620361,0.9991003932466397,0,0
2026,prefill_s2048,prefill,2048,fp32,fp32,reference,2d8cbe65b26c1483dd428497c879ed541ab8a4fc781f8c08a715ff2faa59fbbb,c535f552d78a89f9ece734bbf80166369d216fdb676e294dc95aa19dc3558334,0.5727466349489987,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
2026,prefill_s2048,prefill,2048,bf16_chunk128,bf16,chunk128,a04b79aef2e2e474d7805f70518c143849435328bc41281631b84954c48587a0,c535f552d78a89f9ece734bbf80166369d216fdb676e294dc95aa19dc3558334,0.5727466349489987,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0003358662883544622,0.015625,0.9999999147136285,0,0,0.0016626556624507011,0.0016390681266784668,0.9999985976911256,0,0
2026,prefill_s2048,prefill,2048,fp16_chunk128,fp16,chunk128,838ef902d3c79c65e386a89a613f2a01c4ee52fc0d8976dbdb5c199b0fc3ba13,c535f552d78a89f9ece734bbf80166369d216fdb676e294dc95aa19dc3558334,0.5727466349489987,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0001576769896631693,0.015625,0.9999999800998529,0,0,0.00020881537469685454,0.0001773238182067871,0.9999999316895786,0,0
2026,prefill_s2048,prefill,2048,mx8_chunk128,mx8,chunk128,4fa363d3a1be9e166ceb43b09f517d29bb6e65aa4fd5bac5f0c5b129382c1054,c535f552d78a89f9ece734bbf80166369d216fdb676e294dc95aa19dc3558334,0.5727466349489987,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0008602089675756749,0.03125,0.9999996105261868,0,0,0.02649122077879861,0.030592024326324463,0.9996491032989636,0,0
2026,prefill_s2048,prefill,2048,bf16_token,bf16,token,f91bcf5de281d2b104c68f1425ac751c9c23653974aad6e973fa9e274d53f26c,a6fce8937723e2584f7878b7e2815897d244404c3ea95240d1267ddff3567769,0.5727466349489987,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0013015153924232803,0.03125,0.999999152822953,0,0,0.002411721323723297,0.0016390681266784668,0.9999971266416446,0,0
2026,prefill_s2048,prefill,2048,fp16_token,fp16,token,3663da0ed791e211585da3c96fb4f803b9e33081b98d01bbbe0795d7f86a3725,66228473f5709deb0325f7f6392e3c94e938ac3d1a0954e6538054d74f8855f4,0.5727466349489987,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0006973687602715174,0.015625,0.9999997555123484,0,0,0.0003027608144386115,0.0002593398094177246,0.9999999317330175,0,0
2026,prefill_s2048,prefill,2048,mx8_token,mx8,token,fe564b3cd3f4e02d7eca2fd47f2368828c3bb5a727f0df8b02c06e89d8c22f55,f5942ee21c52fcf5919f0019a5958788fad176003f8c8497c37fbcd17c6bc223,0.5727466349489987,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0054197956754135695,0.1806640625,0.9999853393103434,0,0,0.04422328727270217,0.08200064301490784,0.999038972265163,0,0
2026,prefill_s8192,prefill,8192,fp32,fp32,reference,420c97e05328f3a0476c899c14ccccf8ee63a38c76f99326e653c198ec36a8a8,56811ae87a1097fadfd5bfe75cce6585330e8e1646dd603012c167922e4c83fa,2.3454637839458883,159111680,2097152,0,2097152,0.0,0.0,N/A,0.0,0.0,1.0,0,0,0.0,0.0,1.0,0,0
2026,prefill_s8192,prefill,8192,bf16_chunk128,bf16,chunk128,8d29eda2c980a69d6db6542e7f71a3058d079b848fc12c1c1aa097c44c591205,56811ae87a1097fadfd5bfe75cce6585330e8e1646dd603012c167922e4c83fa,2.3454637839458883,159111680,1048576,0,1048576,0.5,0.5,N/A,0.00033802874903727837,0.03125,0.9999999360562017,0,0,0.0017006744253659277,0.001228034496307373,0.9999984536412121,0,0
2026,prefill_s8192,prefill,8192,fp16_chunk128,fp16,chunk128,058897d00df14d6178ae8a4c30e7de1d845e3e38040e993efb85004823024340,56811ae87a1097fadfd5bfe75cce6585330e8e1646dd603012c167922e4c83fa,2.3454637839458883,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0001539795848631669,0.03125,0.9999999793958848,0,0,0.00020783000428875833,0.00023680925369262695,0.9999999640454685,0,0
2026,prefill_s8192,prefill,8192,mx8_chunk128,mx8,chunk128,ef0e37b46b2bb6824d0eb07c144011095b99b034f752104c817be0b4c51b3edb,56811ae87a1097fadfd5bfe75cce6585330e8e1646dd603012c167922e4c83fa,2.3454637839458883,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.0008668911090720505,0.03125,0.9999996277051503,0,0,0.026676357712123382,0.030021965503692627,0.9996441429863848,0,0
2026,prefill_s8192,prefill,8192,bf16_token,bf16,token,d1e4a93c1b1b65517dff97a58385f03fa7a6a4da850df277b9fb26c5f258af2d,0337d9487aeaa3f5f7c0d5abd93bba07ba2c84bbaa8687ba338be714536c0c5a,2.3454637839458883,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0012992087233181099,0.03125,0.9999991609162645,0,0,0.002448689381285364,0.0016446113586425781,0.999996978934708,0,0
2026,prefill_s8192,prefill,8192,fp16_token,fp16,token,43c06bed97c3b0c2a0c3c8946df6808da308984c753e14009ab7f1088860ba69,f920cd644ef5fdd038390555c8e9cacb20f760c3956c90f4a4f6573b29f699a0,2.3454637839458883,159111680,1048576,0,1048576,0.5,0.5,N/A,0.0007019113500496888,0.03125,0.9999997548819977,0,0,0.0003025876434835559,0.00028787553310394287,0.9999999280966578,0,0
2026,prefill_s8192,prefill,8192,mx8_token,mx8,token,b647ab583e6ceaf92e0341ab1d22ea5a2b4958e5d39de3d54773b1662eb8fcd4,421d200c6422644ea98f25abade694e9eb8699bc915f9308b59794bfea5feded,2.3454637839458883,159111680,524288,4096,528384,0.748046875,0.748046875,"E8M0 uint8 exponent, bias 127",0.005565881500696925,0.1806640625,0.9999845199469912,0,0,0.03900141649792326,0.030021965503692627,0.9992454791508573,0,0
