bank_conflict_stall_cycles,batch_scaling_efficiency,batch_size,by_layer_type,context_length,cycles,cycles_per_decode_step,cycles_per_output_token,decode_tokens,logical_hbm_read_bytes,logical_hbm_write_bytes,model,output_tokens,packet_ops,physical_hbm_read_bytes,physical_hbm_write_bytes,request_tpot_us_proxy,resource_utilization,routing_assumption,speedup_vs_arlo_same_batch,throughput_scaling_vs_b1,throughput_tokens_per_second_proxy,variant
0,0.7575550937152404,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2432602176, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 0, ""matrix_cycles"": 59779392, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1041796224}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1379470080, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,4151695688,129740490.25,32435122.5625,32,4448745779200,58344734720,kimi_k3,128,0,4448745779200,58344734720,129740.49025,"{""hbm"": 0.6959066832260563, ""matrix"": 0.05144861089346778, ""vector"": 0.2526447058804759}",full_overlap,1.0,3.0302203748609617,30.83077605373855,B_arlo_stride_postincrement
0,0.797831857196819,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2127368256, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 0, ""matrix_cycles"": 59779392, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 736562304}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1379470080, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,3846461768,120201930.25,30050482.5625,32,4448745779200,58344734720,kimi_k3,128,0,4448745779200,58344734720,120201.93025,"{""hbm"": 0.7511299865336397, ""matrix"": 0.055531287942857305, ""vector"": 0.19333872552350298}",full_overlap,1.0793544661068368,3.191327428787276,33.27733582714242,E_stream_addressing
624033792,0.7416896248292304,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 624033792, ""cycles"": 2566565952, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 0, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 657948672, ""vector_cycles"": 1175760000}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1379470080, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,4285659464,133926858.25,33481714.5625,32,4448745779200,58344734720,kimi_k3,128,13565952,4448745779200,58344734720,133926.85825,"{""hbm"": 0.6741536046598032, ""matrix"": 0.04984039861175493, ""vector"": 0.2760059967284419}",full_overlap,0.9687413857481422,2.9667584993169216,29.867048717989324,H_packet_row_major
0,0.824886961435432,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1946347584, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 423936, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 33914880, ""vector_cycles"": 555117696}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1379470080, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,3665441096,114545034.25,28636258.5625,32,4448745779200,58344734720,kimi_k3,128,13565952,4448745779200,58344734720,114545.03425,"{""banked_output_sram"": 0.00011565756723321248, ""hbm"": 0.788225127707795, ""matrix"": 0.05827374397943401, ""vector"": 0.1533854707455378}",full_overlap,1.1326592296164948,3.299547845741728,34.92076305350618,I_packet_affine
0,0.8249534591537901,4,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2852672, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 30720, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2708864}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 31251008, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 1419264, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 19584}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1504, ""hbm_cycles"": 1504, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1945923648, ""hbm_cycles"": 1331026560, ""layout_service_cycles"": 423936, ""matrix_cycles"": 59779392, ""packet_ops"": 13565952, ""packet_service_cycles"": 33914880, ""vector_cycles"": 555117696}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1379470080, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 129088512, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 3665280}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 50501408, ""hbm_cycles"": 48207648, ""layout_service_cycles"": 0, ""matrix_cycles"": 2293760, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 255014280, ""hbm_cycles"": 233315208, ""layout_service_cycles"": 0, ""matrix_cycles"": 20987328, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 711744}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2560, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2240}}",2048,3665017160,114531786.25,28632946.5625,32,4448745779200,58344734720,kimi_k3,128,13565952,4448745779200,58344734720,114531.78625,"{""banked_output_sram"": 0.00011567094545336316, ""hbm"": 0.788316302453547, ""matrix"": 0.058280484558495216, ""vector"": 0.15340321298795775}",full_overlap,1.132790245380461,3.2998138366151606,34.92480237118453,J_packet_affine_overlap
0,0.25526985208719316,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 339863424, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 302439328}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 29201536, ""hbm_cycles"": 21851104, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,394028896,12313403.0,1539175.375,32,108387164160,13555892224,nemotron3,256,0,108387164160,13555892224,12313.403,"{""hbm"": 0.19841460561308683, ""matrix"": 0.03299477812916543, ""vector"": 0.7685962199076892}",full_overlap,1.0,2.0421588166975453,649.6985439362295,B_arlo_stride_postincrement
0,0.3033986069792615,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 233561472, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 196137376}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 29201536, ""hbm_cycles"": 21851104, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,287726944,8991467.0,1123933.375,32,108387164160,13555892224,nemotron3,256,0,108387164160,13555892224,8991.467,"{""hbm"": 0.27171973160775653, ""matrix"": 0.045184840249093944, ""vector"": 0.6831031020855662}",full_overlap,1.3694542837114345,2.427188855834092,889.732454114551,E_stream_addressing
138674176,0.2754235260617392,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 138674176, ""cycles"": 287071616, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 0, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 146210816, ""vector_cycles"": 249647520}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 29201536, ""hbm_cycles"": 21851104, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,341237088,10663659.0,1332957.375,32,108387164160,13555892224,nemotron3,256,3014656,108387164160,13555892224,10663.659,"{""hbm"": 0.22911075832413622, ""matrix"": 0.03809930531349511, ""vector"": 0.7327964069368684}",full_overlap,1.1547071225739682,2.2033882084939136,750.2115362091005,H_packet_row_major
0,0.3756059351353834,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 150658432, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 753664, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 7536640, ""vector_cycles"": 112480672}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 29201536, ""hbm_cycles"": 21851104, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,204823904,6400747.0,800093.375,32,108387164160,13555892224,nemotron3,256,3014656,108387164160,13555892224,6400.747,"{""banked_output_sram"": 0.0036795705251277703, ""hbm"": 0.3816990423149048, ""matrix"": 0.06347352894904298, ""vector"": 0.5511586382026973}",full_overlap,1.9237446816754358,3.004847481083067,1249.8541185895958,I_packet_affine
0,0.37653146289238454,8,"{""attention"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 9084096, ""hbm_cycles"": 7879392, ""layout_service_cycles"": 0, ""matrix_cycles"": 944544, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 260160}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1792, ""hbm_cycles"": 1792, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 15874432, ""hbm_cycles"": 14498176, ""layout_service_cycles"": 0, ""matrix_cycles"": 1376256, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mamba"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 149904768, ""hbm_cycles"": 33948704, ""layout_service_cycles"": 753664, ""matrix_cycles"": 3477600, ""packet_ops"": 3014656, ""packet_service_cycles"": 7536640, ""vector_cycles"": 112480672}, ""moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 29201536, ""hbm_cycles"": 21851104, ""layout_service_cycles"": 0, ""matrix_cycles"": 7202496, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 147936}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3616, ""hbm_cycles"": 1920, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1696}}",2048,204070240,6377195.0,797149.375,32,108387164160,13555892224,nemotron3,256,3014656,108387164160,13555892224,6377.195,"{""banked_output_sram"": 0.00369315976695083, ""hbm"": 0.3831087178610659, ""matrix"": 0.06370794683242398, ""vector"": 0.5531941551105148}",full_overlap,1.930849378135685,3.0122517031390763,1254.470029534929,J_packet_affine_overlap
0,0.5724891305346423,8,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5577280, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 58368, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 5405824}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 32689856, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 2838528, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39168}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3008, ""hbm_cycles"": 3008, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3609081984, ""hbm_cycles"": 1405930752, ""layout_service_cycles"": 0, ""matrix_cycles"": 119558784, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 2083592448}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1512220928, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 258177024, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 7327616}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 52822048, ""hbm_cycles"": 48234528, ""layout_service_cycles"": 0, ""matrix_cycles"": 4587520, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 281395608, ""hbm_cycles"": 237998616, ""layout_service_cycles"": 0, ""matrix_cycles"": 41974272, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1422720}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 4800, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4480}}",2048,5493795512,171681109.75,21460138.71875,32,4514599526400,116689469440,kimi_k3,256,0,4514599526400,116689469440,171681.10975,"{""hbm"": 0.5403930221857155, ""matrix"": 0.07775944610003897, ""vector"": 0.38184753171424557}",full_overlap,1.0,4.579913044277139,46.59802124793756,B_arlo_stride_postincrement
0,0.6284300260242704,8,"{""attn_res"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 5577280, ""hbm_cycles"": 113088, ""layout_service_cycles"": 0, ""matrix_cycles"": 58368, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 5405824}, ""dense"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 32689856, ""hbm_cycles"": 29812160, ""layout_service_cycles"": 0, ""matrix_cycles"": 2838528, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 39168}, ""embedding"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 3008, ""hbm_cycles"": 3008, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""kda"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 2998614144, ""hbm_cycles"": 1405930752, ""layout_service_cycles"": 0, ""matrix_cycles"": 119558784, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1473124608}, ""latent_moe"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 1512220928, ""hbm_cycles"": 1246716288, ""layout_service_cycles"": 0, ""matrix_cycles"": 258177024, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 7327616}, ""lm_head"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 52822048, ""hbm_cycles"": 48234528, ""layout_service_cycles"": 0, ""matrix_cycles"": 4587520, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 0}, ""mla"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 281395608, ""hbm_cycles"": 237998616, ""layout_service_cycles"": 0, ""matrix_cycles"": 41974272, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 1422720}, ""output"": {""bank_conflict_stall_cycles"": 0, ""cycles"": 4800, ""hbm_cycles"": 320, ""layout_service_cycles"": 0, ""matrix_cycles"": 0, ""packet_ops"": 0, ""packet_service_cycles"": 0, ""vector_cycles"": 4480}}",2048,4883327672,152603989.75,19075498.71875,32,4514599526400,116689469440,kimi_k3,256,0,4514599526400,116689469440,152603.98975,"{""hbm"": 0.6079478911526951, ""matrix"": 0.08748020298728788, ""vector"": 0.304571905860017}",full_overlap,1.1250106241078799,5.027440208194164,52.423268966334476,E_stream_addressing
